Aggregation Level,Data item,Unit,Pathway,Fuel,Peak/ Annual/ Minimum,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
3,Commercial Storage Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.003813,0.003585,0.003252,0.003037,0.002875979,0.002632909,0.002388249,0.00213945,0.00188651,0.001629429,0.001368209,0.001035224,0.00073191,0.000458268,0.000214298,0,0.014077021,0.036696898,0.065047454,0.096644254,0.131052986,0.156828945,0.180235711,0.202347034,0.222919746,0.241348274,0.259063055,0.275559503,0.290775513,0.304985525,0.318386024
3,Commercial Storage Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.003813,0.003585,0.003252,0.003037,0.0027,0.002463,0.002349,0.002205,0.002032,0.00183,0.004661,0.007645,0.011768,0.016168,0.020829,0.025745,0.052946,0.075865,0.094854,0.110114,0.121948,0.136743,0.15004,0.161991,0.172307,0.178986,0.184692,0.189013,0.192697,0.195774,0.197567
3,Commercial Storage Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.003813,0.003585,0.003252,0.003037,0.002687291,0.002448122,0.002211963,0.001973881,0.001733876,0.001491947,0.001248097,0.000983003,0.000725646,0.000476197,0.00023431,0,0,0,0,0,0,4.41558E-12,4.33489E-12,4.25626E-12,4.17467E-12,4.09505E-12,4.10024E-12,4.09659E-12,4.09058E-12,4.08502E-12,4.0778E-12
3,Commercial Storage Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.003813,0.003585,0.003252,0.003037,0.003186,0.002937,0.002733,0.002509,0.002265,0.002002,0.004679,0.007212,0.010125,0.013344,0.01662,0.019953,0.041098,0.058661,0.072289,0.082408,0.089388,0.098354,0.106098,0.112672,0.117844,0.120043,0.12156,0.12245,0.122877,0.123048,0.123118
3,Commercial Storage Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.003813,0.003585,0.003252,0.003037,0.002797,0.002554,0.00231,0.002064,0.001815,0.001563,,,,,,,,,,,,,,,,,,,,,
3,Commercial Sub Total (Heat components plus losses),GW,Hydrogen Evolution,Electricity,Min (06:00),7.032369647,7.137189164,6.801916513,5.877264631,6.019310828,6.159526598,6.259847309,6.390026836,6.500355781,6.637906916,6.793585774,6.960884345,7.132668097,7.303713757,7.465568441,7.620029275,7.78254205,7.951848067,8.115577216,8.2771035,8.439915724,8.602795224,8.75740198,8.885134141,8.982154159,9.06779525,9.156209258,9.251085963,9.348267696,9.449396806,9.552099328
3,Commercial Sub Total (Heat components plus losses),GW,Electric Engagement,Electricity,Min (06:00),7.032369647,7.137189164,6.801916513,5.877264631,6.203159112,6.172463882,6.325601733,6.463333584,6.667138189,6.920827902,7.178326318,7.418433332,7.674635225,7.927705771,8.158838957,8.377352787,8.618228393,8.854283725,9.076191693,9.293612347,9.511314821,9.726835014,9.915370878,10.04229117,10.15996264,10.27032912,10.38488349,10.50549278,10.63767555,10.77503378,10.91939603
3,Commercial Sub Total (Heat components plus losses),GW,Counterfactual,Electricity,Min (06:00),7.032369647,7.137189164,6.801916512,5.877264631,6.216316091,6.172383954,6.206402673,6.270144753,6.340268977,6.422330279,6.517863876,6.619346752,6.718188015,6.836083209,6.936057938,7.027975227,7.119752931,7.207676546,7.292005015,7.37490373,7.460178096,7.547295136,7.628406327,7.705424167,7.781792822,7.855264507,7.932033754,8.018806498,8.12144318,8.227880203,8.338621407
3,Commercial Sub Total (Heat components plus losses),GW,Holistic Transition,Electricity,Min (06:00),7.032369647,7.137189164,6.801916513,5.877264631,5.956194718,6.261364966,6.481647202,6.683135675,6.904351419,7.152962303,7.401002129,7.628777078,7.880670712,8.145547782,8.399944871,8.638490575,8.882571416,9.121416604,9.347660953,9.56093791,9.738569149,9.89306695,10.04200961,10.18731794,10.33167416,10.47309373,10.61413211,10.75287534,10.89090714,11.02830815,11.16642051
3,Commercial Sub Total (Heat components plus losses),GW,Five Year Forecast,Electricity,Min (06:00),7.032369647,7.137189164,6.801916513,5.877264631,6.038096784,6.173750608,6.304668255,6.483914608,6.64284353,6.826700565,,,,,,,,,,,,,,,,,,,,,
3,Industrial District Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0,0.0000106,0.0000279,0.0000302,6.69177E-05,8.84451E-05,9.80203E-05,0.000101207,0.00010246,0.000104089,0.000105938,0.000103432,0.00010069,9.86794E-05,0.00010014,0.000107423,0.000110088,0.000103815,9.04614E-05,7.21265E-05,5.01589E-05,4.23265E-05,3.34059E-05,2.33033E-05,1.21336E-05,0,0,0,0,0,0
3,Industrial District Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0,0.0000106,0.0000279,0.0000302,0.0000597,0.0000769,0.0000843,0.0000869,0.0000897,0.0000926,0.0000948,0.0000933,0.0000912,0.0000897,0.0000888,0.0000887,0.0000997,0.000105,0.000108,0.000107,0.000105,0.00011,0.000114,0.000118,0.000121,0.000124,0.000141,0.000157,0.000175,0.000193,0.000207
3,Industrial District Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0,0.0000106,0.0000279,0.0000302,2.84471E-05,4.18418E-05,4.96067E-05,5.28585E-05,5.42174E-05,5.4455E-05,5.3923E-05,5.28154E-05,5.13393E-05,5.05372E-05,5.27644E-05,5.96535E-05,5.95505E-05,5.57698E-05,4.87843E-05,3.9532E-05,2.90248E-05,2.45537E-05,1.973E-05,1.44326E-05,8.66592E-06,2.38218E-06,2.68819E-06,3.00455E-06,3.29643E-06,3.57308E-06,3.84484E-06
3,Industrial District Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0,0.0000106,0.0000279,0.0000302,0.000037,0.0000474,0.0000514,0.0000559,0.0000615,0.0000677,0.0000755,0.000084,0.0000902,0.0000952,0.0000993,0.000101,0.0000929,0.0000807,0.0000663,0.0000507,0.0000346,0.000027,0.0000198,0.0000131,0.00000645,0,0,0,0,0,0
3,Industrial District Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0,0.0000106,0.0000279,0.0000302,0.0000428,0.0000564,0.0000611,0.0000618,0.0000616,0.0000617,,,,,,,,,,,,,,,,,,,,,
3,Industrial Losses,GW,Hydrogen Evolution,Electricity,Min (06:00),0.62669456,0.57355268,0.533552236,0.487999251,0.47634908,0.474100865,0.479335883,0.483438771,0.485608407,0.485928767,0.484561574,0.484927989,0.485601642,0.485162445,0.482854888,0.479718335,0.479225962,0.478744493,0.479576202,0.482719077,0.476895954,0.474649055,0.472040668,0.473422005,0.504606998,0.462603588,0.456073081,0.451919539,0.451955021,0.449138685,0.475294723
3,Industrial Losses,GW,Electric Engagement,Electricity,Min (06:00),0.62669456,0.57355268,0.533552236,0.487996475,0.488696897,0.469999211,0.475037729,0.48218837,0.490347205,0.495610037,0.502112688,0.513736291,0.53136236,0.55360512,0.580366934,0.625809464,0.649515558,0.675537441,0.700509377,0.719416908,0.774088857,0.738918658,0.742508963,0.742912844,0.741931956,0.781945712,0.744623522,0.738937344,0.737841555,0.737624483,0.777210346
3,Industrial Losses,GW,Counterfactual,Electricity,Min (06:00),0.62669456,0.57355268,0.533552236,0.487982372,0.48666118,0.475431698,0.484256276,0.49108399,0.495101984,0.497644896,0.501691508,0.503878922,0.508484031,0.515362822,0.513615576,0.514556843,0.516347532,0.517803072,0.519916713,0.528067114,0.533422553,0.527513402,0.531454351,0.535155471,0.554106019,0.542380125,0.552501784,0.551863739,0.558153546,0.565639347,0.592660989
3,Industrial Losses,GW,Holistic Transition,Electricity,Min (06:00),0.62669456,0.57355268,0.533552236,0.487996475,0.471934222,0.47352012,0.478691103,0.485135538,0.488218368,0.490215662,0.490299224,0.492282674,0.500905126,0.509581728,0.514301805,0.524251282,0.540831209,0.545627068,0.551832025,0.560006911,0.556294725,0.55506022,0.562058203,0.559882857,0.550804603,0.557180516,0.563979298,0.546186518,0.552315336,0.550440212,0.54399098
3,Industrial Losses,GW,Five Year Forecast,Electricity,Min (06:00),0.62669456,0.57355268,0.533552236,0.487996475,0.477717427,0.477046263,0.484447753,0.489731866,0.493309475,0.495319812,,,,,,,,,,,,,,,,,,,,,
3,Industrial Resistive Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.268818,0.267392,0.25591,0.247289,0.25715584,0.253694363,0.246504251,0.240050227,0.23442972,0.229418175,0.225021078,0.217025783,0.207614282,0.195819535,0.179296665,0.160431769,0.149237889,0.139621177,0.130058296,0.119710166,0.107589819,0.099652077,0.091304842,0.082732911,0.073963127,0.064288833,0.05053751,0.039706408,0.033556705,0.030744667,0.029568052
3,Industrial Resistive Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.268818,0.267392,0.25591,0.247289,0.233112,0.228669,0.222646,0.217606,0.21346,0.210066,0.207738,0.20304,0.198152,0.191638,0.182716,0.168805,0.161841,0.155495,0.148887,0.14196,0.134936,0.130452,0.125612,0.120658,0.11343,0.104923,0.096248,0.085201,0.076718,0.074073,0.073318
3,Industrial Resistive Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.268818,0.267392,0.25591,0.247289,0.227364817,0.223545883,0.21857827,0.214661858,0.211397563,0.208443083,0.206176446,0.202927892,0.198462738,0.192617938,0.183959512,0.171184404,0.161802892,0.153265772,0.144522414,0.135996164,0.126366173,0.120813863,0.113301754,0.104568801,0.095343708,0.084940798,0.073972856,0.062275111,0.054282073,0.049470839,0.045849962
3,Industrial Resistive Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.268818,0.267392,0.25591,0.247289,0.303829,0.299347,0.289808,0.278423,0.26264,0.242964,0.222127,0.194704,0.169058,0.145189,0.123102,0.102816,0.094081,0.08581,0.077026,0.067951,0.058105,0.050663,0.045639,0.043321,0.042201,0.041007,0.039018,0.037016,0.035071,0.033169,0.031737
3,Industrial Resistive Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.268818,0.267392,0.25591,0.247289,0.243481,0.239435,0.232889,0.227112,0.22229,0.217793,,,,,,,,,,,,,,,,,,,,,
3,Industrial Storage Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.002729,0.002565,0.002327,0.002173,0.002058274,0.001884314,0.001709217,0.001531156,0.001350133,0.001166146,0.000979196,0.000740886,0.000523812,0.000327973,0.000153369,2.58E-10,0.002647707,0.006312534,0.010641247,0.015563286,0.021133057,0.025437876,0.029648267,0.033805244,0.037932666,0.042012348,0.046147609,0.050240301,0.054279059,0.058236674,0.062227158
3,Industrial Storage Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.002729,0.002565,0.002327,0.002173,0.001932,0.001763,0.001681,0.001578,0.001454,0.001309,0.001234,0.00114,0.001054,0.000963,0.000876,0.000798,0.006369,0.0114,0.015888,0.019893,0.023299,0.027349,0.031333,0.035089,0.039073,0.042249,0.045287,0.04787,0.050174,0.052211,0.054725
3,Industrial Storage Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.002729,0.002565,0.002327,0.002173,0.001923235,0.001752067,0.001583052,0.001412662,0.001240896,0.001067754,0.000893235,0.000703513,0.000519329,0.000340803,0.00016769,0,0,0,0,0,0,2.25844E-11,4.99651E-11,7.46437E-11,9.48253E-11,1.09905E-10,1.219E-10,1.30903E-10,1.38909E-10,1.45915E-10,1.51922E-10
3,Industrial Storage Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.002729,0.002565,0.002327,0.002173,0.00228,0.002102,0.001956,0.001796,0.001621,0.001433,0.001313,0.00117,0.00102,0.000873,0.000734,0.000604,0.005236,0.009238,0.012524,0.015145,0.017184,0.019549,0.021659,0.023505,0.02538,0.02645,0.027292,0.027942,0.028383,0.028714,0.028901
3,Industrial Storage Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.002729,0.002565,0.002327,0.002173,0.002002,0.001828,0.001653,0.001477,0.001299,0.001119,,,,,,,,,,,,,,,,,,,,,
3,Industrial Sub Total (Heat components plus losses),GW,Hydrogen Evolution,Electricity,Min (06:00),6.756206339,6.605763694,6.037243094,5.248414653,5.249575437,5.338360197,5.407485044,5.462524878,5.493925204,5.502899099,5.491349477,5.503908996,5.521488908,5.528299311,5.517767919,5.499769979,5.502503868,5.50278106,5.517842106,5.560370055,5.498234202,5.475363271,5.448732062,5.46945584,5.842068421,5.352067073,5.284628156,5.242357953,5.244887554,5.210511371,5.516318729
3,Industrial Sub Total (Heat components plus losses),GW,Electric Engagement,Electricity,Min (06:00),6.756206339,6.605763694,6.037243094,5.248383379,5.416552149,5.315122044,5.380670309,5.470182796,5.570718004,5.63635149,5.715478597,5.85742172,6.070371933,6.339425982,6.664204808,7.214380976,7.495476737,7.803824744,8.100591474,8.326608862,8.975316022,8.56076359,8.603978444,8.609937932,8.601605198,9.079064894,8.644311616,8.585667068,8.578898594,8.576927312,9.042237197
3,Industrial Sub Total (Heat components plus losses),GW,Counterfactual,Electricity,Min (06:00),6.756206339,6.605763694,6.037243094,5.248224487,5.398796798,5.384390345,5.493642476,5.578287818,5.629131782,5.66226358,5.712452194,5.741701388,5.800688959,5.887877557,5.876090703,5.90013284,5.930643223,5.956358373,5.990048062,6.094752064,6.167582635,6.103415963,6.157433078,6.209841711,6.442674537,6.314727149,6.445122613,6.449291601,6.531499258,6.624636937,6.947092237
3,Industrial Sub Total (Heat components plus losses),GW,Holistic Transition,Electricity,Min (06:00),6.756206339,6.605763694,6.037243094,5.248383379,5.151653759,5.285678577,5.356373224,5.443953121,5.496280552,5.539704891,5.561640066,5.61260075,5.740128886,5.866517152,5.944432352,6.082242862,6.281984406,6.342853078,6.421579218,6.524506209,6.488528357,6.479046746,6.564538794,6.539350072,6.431485272,6.506846623,6.58821404,6.379624859,6.453444222,6.432890184,6.358039189
3,Industrial Sub Total (Heat components plus losses),GW,Five Year Forecast,Electricity,Min (06:00),6.756206339,6.605763694,6.037243094,5.248383379,5.27915526,5.387461372,5.481509584,5.549810377,5.597023625,5.625420961,,,,,,,,,,,,,,,,,,,,,
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Hydrogen Evolution,Electricity,Min (06:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Electric Engagement,Electricity,Min (06:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Counterfactual,Electricity,Min (06:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Holistic Transition,Electricity,Min (06:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Five Year Forecast,Electricity,Min (06:00),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,Residential District Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.002415,0.003364,0.002522,0.003063,0.006575847,0.007603587,0.007219701,0.006835814,0.006451928,0.006068041,0.005684155,0.005380836,0.005077518,0.004774199,0.004470881,0.004167562,0.003648702,0.003129843,0.002610983,0.002092123,0.001573263,0.001258611,0.000943958,0.000629305,0.000314653,0,0,0,0,0,0
3,Residential District Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.002415,0.003364,0.002522,0.003063,0.006153,0.006989,0.006575,0.006162,0.005748,0.005335,0.004921,0.004617,0.004312,0.004008,0.003703,0.003399,0.003682,0.003966,0.004249,0.004533,0.004817,0.004962,0.005107,0.005252,0.005397,0.005542,0.006117,0.006693,0.007269,0.007845,0.008421
3,Residential District Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.002415,0.003364,0.002522,0.003063,0.003984921,0.004559741,0.004337536,0.004115332,0.003893127,0.003670923,0.003448719,0.003309139,0.003169559,0.003029979,0.002890399,0.00275082,0.002305089,0.001859358,0.001413627,0.000968,0.000522,0.000423,0.000323,0.000224,0.000125,0.0000253,0.0000261,0.0000269,0.0000277,0.0000285,0.0000293
3,Residential District Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.002415,0.003364,0.002522,0.003063,0.003786,0.004355,0.004042,0.003728,0.003415,0.003101,0.002788,0.002575,0.002363,0.00215,0.001938,0.001725,0.001542,0.001359,0.001176,0.000993,0.000811,0.000648,0.000486,0.000324,0.000162,0,0,0,0,0,0
3,Residential District Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.002415,0.003364,0.002522,0.003063,0.004286,0.004943,0.004643,0.004344,0.004044,0.003745,,,,,,,,,,,,,,,,,,,,,
3,Residential EV Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.015734604,0.025071187,0.034814273,0.04966532,0.068579451,0.09109098,0.119041512,0.151845333,0.190184832,0.233696621,0.284710905,0.340885624,0.401250194,0.464980265,0.527823269,0.588773871,0.643617318,0.691576918,0.73122124,0.760323683,0.779373257,0.788474023,0.787556954,0.77873536,0.791153577,0.800620123,0.806214376,0.806583325,0.806987638,0.807497428,0.808195592
3,Residential EV Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.015734604,0.025071187,0.034814273,0.04966532,0.068188183,0.090947465,0.11873328,0.151429502,0.189756542,0.233444659,0.284677291,0.3413809,0.402823424,0.468056194,0.533039435,0.596928088,0.655453416,0.708130901,0.752744776,0.787305259,0.812151888,0.827282085,0.848503915,0.864053779,0.873781854,0.877716341,0.876153853,0.873801954,0.870863367,0.867334191,0.863215492
3,Residential EV Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.015734604,0.025071187,0.034814273,0.04966532,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
3,Residential EV Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.015734604,0.025071187,0.034814273,0.04966532,0.068386448,0.091287947,0.119318676,0.152410647,0.191352592,0.235955634,0.288536531,0.347132283,0.411153408,0.479801919,0.549093305,0.618267134,0.683101215,0.743120259,0.796036963,0.839710032,0.874433347,0.907581223,0.932422915,0.951085348,0.962339811,0.957924573,0.952106252,0.944803706,0.936221819,0.926393632,0.915311454
3,Residential EV Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.015734604,0.025071187,0.034814273,0.04966532,0.068381012,0.091101751,0.11901892,0.151875001,0.190399484,0.234317291,,,,,,,,,,,,,,,,,,,,,
3,Residential Heat Pump Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.076485,0.0765914,0.068331,0.081637355,0.080282615,0.081559675,0.10164461,0.121760674,0.141818188,0.161977232,0.182219787,0.236225172,0.290259101,0.34427441,0.398429216,0.4528622,0.49570032,0.539553988,0.584422301,0.629713395,0.675405186,0.705472456,0.735432638,0.765451985,0.794690713,0.823706996,0.821609103,0.819398016,0.817024512,0.814356917,0.810924973
3,Residential Heat Pump Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.076485,0.0765914,0.068331,0.081637355,0.071467761,0.073300696,0.092473439,0.11182124,0.131453029,0.151476936,0.171769304,0.229139513,0.286336035,0.343346938,0.400172548,0.456805717,0.513802743,0.570733439,0.627464101,0.684077058,0.740813476,0.775320421,0.809649454,0.843740034,0.877582977,0.911158435,0.907868568,0.904615188,0.901405686,0.898239538,0.895124369
3,Residential Heat Pump Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.076485,0.0765914,0.068331,0.081637355,0.082583939,0.086312484,0.090300374,0.094405987,0.098464423,0.102471256,0.106422259,0.111129287,0.115819339,0.120495082,0.125161637,0.129819995,0.155410393,0.180974521,0.206356665,0.231693147,0.257002839,0.293246076,0.329388982,0.365572848,0.401800952,0.438077653,0.48035305,0.522651111,0.564966703,0.607297164,0.649643263
3,Residential Heat Pump Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.076485,0.0765914,0.068331,0.081637355,0.056176477,0.052965426,0.070354008,0.0882063,0.106435473,0.124988926,0.143515652,0.195165862,0.246716711,0.298298418,0.349790027,0.401338784,0.4581464,0.514729842,0.570926551,0.626888613,0.682743117,0.719030296,0.754848984,0.790302769,0.825499866,0.860569159,0.860317063,0.86003409,0.859626804,0.859186616,0.858611589
3,Residential Heat Pump Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.076485,0.0765914,0.068331,0.081637355,0.086355922,0.091058001,0.102155366,0.113381253,0.124646512,0.136042913,,,,,,,,,,,,,,,,,,,,,
3,Residential Losses,GW,Hydrogen Evolution,Electricity,Min (06:00),0.396694091,0.416021103,0.421592517,0.432543025,0.410984789,0.394764142,0.384341327,0.377560556,0.372319604,0.369656095,0.368843209,0.370116423,0.372119263,0.375363135,0.378765027,0.382310262,0.386951803,0.393008413,0.399028025,0.404390889,0.40929491,0.413091124,0.416294197,0.418879032,0.423396365,0.427822297,0.429826565,0.431777307,0.434039605,0.437441179,0.44137883
3,Residential Losses,GW,Electric Engagement,Electricity,Min (06:00),0.396694091,0.416021103,0.421592517,0.432543025,0.407305298,0.387316991,0.376059477,0.368439824,0.362333832,0.358985386,0.357827434,0.359864703,0.36276234,0.366807819,0.371188126,0.375625251,0.381773962,0.389273638,0.396694252,0.40338149,0.40974093,0.414123655,0.41950518,0.424583399,0.429303756,0.433751715,0.435007832,0.436478446,0.439014284,0.442027484,0.445290504
3,Residential Losses,GW,Counterfactual,Electricity,Min (06:00),0.396694091,0.416021103,0.421592517,0.432543025,0.419802003,0.402954637,0.390049529,0.379195682,0.378424432,0.371939318,0.366776582,0.370769265,0.366228874,0.370963066,0.367868188,0.373697557,0.372767819,0.382388823,0.384202969,0.394699243,0.397052514,0.410111363,0.415606691,0.421388432,0.427488821,0.434038657,0.441566944,0.449516982,0.457998311,0.46713696,0.477026232
3,Residential Losses,GW,Holistic Transition,Electricity,Min (06:00),0.396694091,0.416021103,0.421592517,0.432543025,0.401726804,0.380194596,0.367004894,0.357799535,0.351194326,0.346985108,0.343921357,0.344421286,0.345910106,0.348478928,0.35162484,0.35502923,0.36071648,0.367603983,0.374289241,0.380288296,0.385843736,0.390171357,0.39391419,0.397096868,0.399811622,0.401532786,0.399613046,0.397575745,0.395641307,0.394378111,0.393038543
3,Residential Losses,GW,Five Year Forecast,Electricity,Min (06:00),0.396694091,0.416021103,0.421592517,0.432543025,0.407892799,0.393160889,0.383312498,0.376244712,0.371491085,0.369786567,,,,,,,,,,,,,,,,,,,,,
3,Residential Resistive Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.167609,0.170967,0.154767,0.140378,0.160462092,0.168556401,0.159327028,0.14977313,0.140688869,0.131700064,0.123226135,0.112287324,0.101531299,0.0910497,0.080871572,0.071101609,0.068553857,0.066521265,0.06595735,0.06641072,0.068249201,0.072096967,0.076067541,0.079712421,0.083207324,0.086425571,0.09031622,0.094408191,0.09855301,0.102709996,0.106813593
3,Residential Resistive Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.167609,0.170967,0.154767,0.140378,0.165132,0.163601,0.155514,0.147279,0.139288,0.131542,0.124166,0.115474,0.107045,0.098876,0.090853,0.083208,0.082797,0.082493,0.083065,0.084364,0.087395,0.090546,0.093785,0.096827,0.099677,0.102294,0.104813,0.10733,0.109845,0.112461,0.114985
3,Residential Resistive Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.167609,0.170967,0.154767,0.140378,0.1273427,0.135049891,0.130074564,0.123825945,0.117682324,0.111635451,0.105679058,0.100567234,0.096230724,0.092597696,0.089536264,0.086913635,0.081614885,0.077365625,0.075174341,0.07441241,0.075080265,0.077986404,0.081949529,0.085832054,0.089611991,0.093316025,0.095839971,0.097809781,0.099189325,0.100097107,0.100649406
3,Residential Resistive Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.167609,0.170967,0.154767,0.140378,0.164406,0.162022,0.15296,0.143581,0.134466,0.125433,0.11677,0.106438,0.096453,0.086728,0.077451,0.068574,0.067605,0.066969,0.067474,0.068921,0.071963,0.075892,0.07999,0.083998,0.087884,0.091656,0.095675,0.099706,0.103776,0.107756,0.111679
3,Residential Resistive Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.167609,0.170967,0.154767,0.140378,0.148182,0.156112,0.150719,0.143975,0.137196,0.130459,,,,,,,,,,,,,,,,,,,,,
3,Residential Storage Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (06:00),0.41026,0.403961,0.353471,0.309518,0.338377115,0.345331391,0.328423016,0.310835797,0.294982192,0.27949202,0.265655187,0.245649877,0.225014849,0.203608275,0.181101612,0.159345498,0.15863248,0.158461754,0.161358827,0.165373838,0.171096339,0.176712694,0.182884913,0.188078376,0.193007783,0.196999313,0.202000168,0.20814486,0.215640692,0.2249554,0.234629753
3,Residential Storage Heat Summer Min,GW,Electric Engagement,Electricity,Min (06:00),0.41026,0.403961,0.353471,0.309518,0.342116,0.326059,0.309242,0.292143,0.275704,0.260082,0.24572,0.226735,0.208377,0.190649,0.173263,0.156798,0.156898,0.157252,0.160444,0.164581,0.171563,0.177961,0.184641,0.19102,0.196876,0.202047,0.206456,0.210918,0.215439,0.220281,0.224965
3,Residential Storage Heat Summer Min,GW,Counterfactual,Electricity,Min (06:00),0.41026,0.403961,0.353471,0.309518,0.288165632,0.294798185,0.283781752,0.270743454,0.258582037,0.247359474,0.23714594,0.228023751,0.219619289,0.211832266,0.204508454,0.197587642,0.197114337,0.197106795,0.200006264,0.203858228,0.20851242,0.212224384,0.217727333,0.222820606,0.227292318,0.231128126,0.233105704,0.234659187,0.235752995,0.236510843,0.236974014
3,Residential Storage Heat Summer Min,GW,Holistic Transition,Electricity,Min (06:00),0.41026,0.403961,0.353471,0.309518,0.342921,0.327813,0.31161,0.294706,0.278834,0.263402,0.249731,0.231523,0.213832,0.195841,0.178781,0.161901,0.161923,0.16215,0.165074,0.168896,0.175113,0.180861,0.187206,0.193002,0.198514,0.203022,0.206852,0.210763,0.215429,0.219895,0.224824
3,Residential Storage Heat Summer Min,GW,Five Year Forecast,Electricity,Min (06:00),0.41026,0.403961,0.353471,0.309518,0.315382,0.322,0.308143,0.291773,0.2755,0.259752,,,,,,,,,,,,,,,,,,,,,
3,"Residential Sub Total (Appliances, Light)",GW,Hydrogen Evolution,Electricity,Min (06:00),3.77602427,4.307293166,4.360563732,4.288863137,4.098657876,3.963772685,3.819277612,3.71387482,3.618960344,3.548725,3.490571376,3.426661666,3.367589517,3.320310843,3.276440857,3.234717732,3.195582416,3.177954692,3.162654576,3.147589209,3.133669419,3.130144333,3.129066889,3.129844518,3.133378988,3.14022364,3.151484607,3.16610734,3.183129274,3.211951354,3.247368442
3,"Residential Sub Total (Appliances, Light)",GW,Electric Engagement,Electricity,Min (06:00),3.77602427,4.307293166,4.360563732,4.288863137,4.057325676,3.909146877,3.754676273,3.638473175,3.533312316,3.453872184,3.390836245,3.328781635,3.271424495,3.223115371,3.178704787,3.134951647,3.092007374,3.070555634,3.052721663,3.034732517,3.017888994,3.010270652,3.008153658,3.008866313,3.012140895,3.019180463,3.03135104,3.04675344,3.075210478,3.109425249,3.147376253
